Date,Ticker,monthly_range,monthly_range_avg,monthly_range_hi,monthly_range_lo
2025-02-01,SCHW,6.5,9.3,12.7,5.8
2025-03-01,SCHW,11.8,9.3,12.7,5.8
2025-04-01,SCHW,15.8,9.3,12.7,5.8
2025-05-01,SCHW,8.9,9.3,12.7,5.8
2025-06-01,SCHW,5.6,9.3,12.7,5.8
2025-07-01,SCHW,9.6,9.3,12.7,5.8
2025-08-01,SCHW,5.1,9.3,12.7,5.8
2025-09-01,SCHW,6.2,9.3,12.7,5.8
2024-08-01,SD,1.9,1.7,2.3,1.2
2024-09-01,SD,1.7,1.7,2.3,1.2
2024-10-01,SD,2.3,1.7,2.3,1.2
2024-11-01,SD,1.6,1.7,2.3,1.2
2024-12-01,SD,1.6,1.7,2.3,1.2
2025-01-01,SD,1.0,1.7,2.3,1.2
2025-02-01,SD,1.1,1.7,2.3,1.2
2025-03-01,SD,1.2,1.7,2.3,1.2
2025-04-01,SD,2.7,1.7,2.3,1.2
2025-05-01,SD,1.8,1.7,2.3,1.2
2025-06-01,SD,2.7,1.7,2.3,1.2
2025-07-01,SD,1.1,1.7,2.3,1.2
2025-08-01,SD,2.1,1.7,2.3,1.2
2025-09-01,SD,0.8,1.7,2.3,1.2
2024-08-01,SDY,9.0,7.9,11.2,4.6
2024-09-01,SDY,6.2,7.9,11.2,4.6
2024-10-01,SDY,5.9,7.9,11.2,4.6
2024-11-01,SDY,6.9,7.9,11.2,4.6
2024-12-01,SDY,13.1,7.9,11.2,4.6
2025-01-01,SDY,7.8,7.9,11.2,4.6
2025-02-01,SDY,6.1,7.9,11.2,4.6
2025-03-01,SDY,8.2,7.9,11.2,4.6
2025-04-01,SDY,16.3,7.9,11.2,4.6
2025-05-01,SDY,7.3,7.9,11.2,4.6
2025-06-01,SDY,4.1,7.9,11.2,4.6
2025-07-01,SDY,4.9,7.9,11.2,4.6
2025-08-01,SDY,8.1,7.9,11.2,4.6
2025-09-01,SDY,2.6,7.9,11.2,4.6
2024-08-01,SHW,34.2,37.2,48.6,25.8
2024-09-01,SHW,27.3,37.2,48.6,25.8
2024-10-01,SHW,34.8,37.2,48.6,25.8
2024-11-01,SHW,42.8,37.2,48.6,25.8
2024-12-01,SHW,61.4,37.2,48.6,25.8
2025-01-01,SHW,42.6,37.2,48.6,25.8
2025-02-01,SHW,25.9,37.2,48.6,25.8
2025-03-01,SHW,37.3,37.2,48.6,25.8
2025-04-01,SHW,45.9,37.2,48.6,25.8
2025-05-01,SHW,17.5,37.2,48.6,25.8
2025-06-01,SHW,34.8,37.2,48.6,25.8
2025-07-01,SHW,31.3,37.2,48.6,25.8
2025-08-01,SHW,52.1,37.2,48.6,25.8
2025-09-01,SHW,17.3,37.2,48.6,25.8
2024-08-01,SHY,0.8,0.6,0.8,0.4
2024-09-01,SHY,0.7,0.6,0.8,0.4
2024-10-01,SHY,0.7,0.6,0.8,0.4
2024-11-01,SHY,0.4,0.6,0.8,0.4
2024-12-01,SHY,0.6,0.6,0.8,0.4
2025-01-01,SHY,0.5,0.6,0.8,0.4
2025-02-01,SHY,0.8,0.6,0.8,0.4
2025-03-01,SHY,0.5,0.6,0.8,0.4
2025-04-01,SHY,0.8,0.6,0.8,0.4
2025-05-01,SHY,0.6,0.6,0.8,0.4
2025-06-01,SHY,0.7,0.6,0.8,0.4
2025-07-01,SHY,0.3,0.6,0.8,0.4
2025-08-01,SHY,0.5,0.6,0.8,0.4
2025-09-01,SHY,0.4,0.6,0.8,0.4
2024-08-01,SILJ,2.6,2.5,3.2,1.8
2024-09-01,SILJ,3.1,2.5,3.2,1.8
2024-10-01,SILJ,2.7,2.5,3.2,1.8
2024-11-01,SILJ,2.4,2.5,3.2,1.8
2024-12-01,SILJ,3.0,2.5,3.2,1.8
2025-01-01,SILJ,1.3,2.5,3.2,1.8
2025-02-01,SILJ,1.9,2.5,3.2,1.8
2025-03-01,SILJ,2.7,2.5,3.2,1.8
2025-04-01,SILJ,3.2,2.5,3.2,1.8
2025-05-01,SILJ,1.8,2.5,3.2,1.8
2025-06-01,SILJ,2.1,2.5,3.2,1.8
2025-07-01,SILJ,1.7,2.5,3.2,1.8
2025-08-01,SILJ,3.8,2.5,3.2,1.8
2025-09-01,SILJ,1.1,2.5,3.2,1.8
2024-08-01,SJM,11.6,12.7,16.4,8.9
2024-09-01,SJM,8.3,12.7,16.4,8.9
2024-10-01,SJM,9.3,12.7,16.4,8.9
2024-11-01,SJM,19.2,12.7,16.4,8.9
2024-12-01,SJM,11.9,12.7,16.4,8.9
2025-01-01,SJM,12.5,12.7,16.4,8.9
2025-02-01,SJM,14.6,12.7,16.4,8.9
2025-03-01,SJM,12.9,12.7,16.4,8.9
2025-04-01,SJM,12.6,12.7,16.4,8.9
2025-05-01,SJM,6.2,12.7,16.4,8.9
2025-06-01,SJM,19.9,12.7,16.4,8.9
2025-07-01,SJM,13.8,12.7,16.4,8.9
2025-08-01,SJM,14.5,12.7,16.4,8.9
2025-09-01,SJM,6.0,12.7,16.4,8.9
2024-08-01,SLB,5.5,5.7,7.7,3.7
2024-09-01,SLB,5.4,5.7,7.7,3.7
2024-10-01,SLB,6.2,5.7,7.7,3.7
2024-11-01,SLB,5.3,5.7,7.7,3.7
2024-12-01,SLB,7.7,5.7,7.7,3.7
2025-01-01,SLB,6.6,5.7,7.7,3.7
2025-02-01,SLB,3.5,5.7,7.7,3.7
2025-03-01,SLB,5.2,5.7,7.7,3.7
2025-04-01,SLB,11.3,5.7,7.7,3.7
2025-05-01,SLB,4.0,5.7,7.7,3.7
2025-06-01,SLB,3.8,5.7,7.7,3.7
2025-07-01,SLB,5.0,5.7,7.7,3.7
2025-08-01,SLB,4.9,5.7,7.7,3.7
2025-09-01,SLB,2.2,5.7,7.7,3.7
2024-08-01,SLV,3.2,3.1,3.9,2.2
2024-09-01,SLV,4.2,3.1,3.9,2.2
2024-10-01,SLV,4.3,3.1,3.9,2.2
2024-11-01,SLV,2.9,3.1,3.9,2.2
2024-12-01,SLV,3.2,3.1,3.9,2.2
2025-01-01,SLV,2.2,3.1,3.9,2.2
2025-02-01,SLV,2.2,3.1,3.9,2.2
2025-03-01,SLV,2.8,3.1,3.9,2.2
2025-04-01,SLV,4.4,3.1,3.9,2.2
2025-05-01,SLV,1.5,3.1,3.9,2.2
2025-06-01,SLV,3.2,3.1,3.9,2.2
2025-07-01,SLV,3.2,3.1,3.9,2.2
2025-08-01,SLV,2.9,3.1,3.9,2.2
2025-09-01,SLV,1.2,3.1,3.9,2.2
2024-08-01,SMCI,32.9,18.5,27.4,9.6
2024-09-01,SMCI,11.1,18.5,27.4,9.6
2024-10-01,SMCI,23.4,18.5,27.4,9.6
2024-11-01,SMCI,22.0,18.5,27.4,9.6
2024-12-01,SMCI,18.1,18.5,27.4,9.6
2025-01-01,SMCI,11.3,18.5,27.4,9.6
2025-02-01,SMCI,40.7,18.5,27.4,9.6
2025-03-01,SMCI,12.9,18.5,27.4,9.6
2025-04-01,SMCI,10.2,18.5,27.4,9.6
2025-05-01,SMCI,17.3,18.5,27.4,9.6
2025-06-01,SMCI,11.0,18.5,27.4,9.6
2025-07-01,SMCI,16.1,18.5,27.4,9.6
2025-08-01,SMCI,18.1,18.5,27.4,9.6
2025-09-01,SMCI,1.6,18.5,27.4,9.6
2024-08-01,SNA,22.4,32.7,44.6,20.8
2024-09-01,SNA,23.7,32.7,44.6,20.8
2024-10-01,SNA,53.3,32.7,44.6,20.8
2024-11-01,SNA,48.7,32.7,44.6,20.8
2024-12-01,SNA,34.7,32.7,44.6,20.8
2025-01-01,SNA,37.2,32.7,44.6,20.8
2025-02-01,SNA,28.1,32.7,44.6,20.8
2025-03-01,SNA,25.6,32.7,44.6,20.8
2025-04-01,SNA,53.6,32.7,44.6,20.8
2025-05-01,SNA,22.9,32.7,44.6,20.8
2025-06-01,SNA,21.9,32.7,44.6,20.8
2025-07-01,SNA,34.1,32.7,44.6,20.8
2025-08-01,SNA,22.2,32.7,44.6,20.8
2025-09-01,SNA,12.3,32.7,44.6,20.8
2024-08-01,SNPS,111.1,82.3,111.5,53.1
2024-09-01,SNPS,68.0,82.3,111.5,53.1
2024-10-01,SNPS,61.1,82.3,111.5,53.1
2024-11-01,SNPS,65.8,82.3,111.5,53.1
2024-12-01,SNPS,114.2,82.3,111.5,53.1
2025-01-01,SNPS,77.3,82.3,111.5,53.1
2025-02-01,SNPS,97.5,82.3,111.5,53.1
2025-03-01,SNPS,44.7,82.3,111.5,53.1
2025-04-01,SNPS,96.7,82.3,111.5,53.1
2025-05-01,SNPS,83.4,82.3,111.5,53.1
2025-06-01,SNPS,69.2,82.3,111.5,53.1
2025-07-01,SNPS,145.7,82.3,111.5,53.1
2025-08-01,SNPS,43.6,82.3,111.5,53.1
2025-09-01,SNPS,31.8,82.3,111.5,53.1
2024-08-01,SO,6.4,6.3,8.0,4.6
2024-09-01,SO,4.5,6.3,8.0,4.6
2024-10-01,SO,6.2,6.3,8.0,4.6
2024-11-01,SO,4.6,6.3,8.0,4.6
2024-12-01,SO,8.0,6.3,8.0,4.6
2025-01-01,SO,6.2,6.3,8.0,4.6
2025-02-01,SO,7.3,6.3,8.0,4.6
2025-03-01,SO,6.4,6.3,8.0,4.6
2025-04-01,SO,8.7,6.3,8.0,4.6
2025-05-01,SO,9.5,6.3,8.0,4.6
2025-06-01,SO,4.5,6.3,8.0,4.6
2025-07-01,SO,6.1,6.3,8.0,4.6
2025-08-01,SO,4.4,6.3,8.0,4.6
2025-09-01,SO,1.7,6.3,8.0,4.6
2024-08-01,SOLV,10.7,9.8,13.1,6.4
2024-09-01,SOLV,10.2,9.8,13.1,6.4
2024-10-01,SOLV,10.1,9.8,13.1,6.4
2024-11-01,SOLV,11.2,9.8,13.1,6.4
2024-12-01,SOLV,6.8,9.8,13.1,6.4
2025-01-01,SOLV,11.4,9.8,13.1,6.4
2025-02-01,SOLV,13.7,9.8,13.1,6.4
2025-03-01,SOLV,9.7,9.8,13.1,6.4
2025-04-01,SOLV,17.1,9.8,13.1,6.4
2025-05-01,SOLV,11.1,9.8,13.1,6.4
2025-06-01,SOLV,4.5,9.8,13.1,6.4
2025-07-01,SOLV,7.7,9.8,13.1,6.4
2025-08-01,SOLV,4.7,9.8,13.1,6.4
2025-09-01,SOLV,3.0,9.8,13.1,6.4
2024-08-01,SPG,23.5,17.4,25.7,9.0
2024-09-01,SPG,11.4,17.4,25.7,9.0
2024-10-01,SPG,10.9,17.4,25.7,9.0
2024-11-01,SPG,20.0,17.4,25.7,9.0
2024-12-01,SPG,15.5,17.4,25.7,9.0
2025-01-01,SPG,7.6,17.4,25.7,9.0
2025-02-01,SPG,17.6,17.4,25.7,9.0
2025-03-01,SPG,31.9,17.4,25.7,9.0
2025-04-01,SPG,34.5,17.4,25.7,9.0
2025-05-01,SPG,16.2,17.4,25.7,9.0
2025-06-01,SPG,8.3,17.4,25.7,9.0
2025-07-01,SPG,9.4,17.4,25.7,9.0
2025-08-01,SPG,21.3,17.4,25.7,9.0
2025-09-01,SPG,7.8,17.4,25.7,9.0
2024-08-01,SPGI,46.3,45.4,61.9,29.0
2024-09-01,SPGI,23.5,45.4,61.9,29.0
2024-10-01,SPGI,53.3,45.4,61.9,29.0
2024-11-01,SPGI,49.5,45.4,61.9,29.0
2024-12-01,SPGI,44.0,45.4,61.9,29.0
2025-01-01,SPGI,49.4,45.4,61.9,29.0
2025-02-01,SPGI,35.0,45.4,61.9,29.0
2025-03-01,SPGI,63.5,45.4,61.9,29.0
2025-04-01,SPGI,87.8,45.4,61.9,29.0
2025-05-01,SPGI,29.2,45.4,61.9,29.0
2025-06-01,SPGI,31.0,45.4,61.9,29.0
2025-07-01,SPGI,44.3,45.4,61.9,29.0
2025-08-01,SPGI,38.7,45.4,61.9,29.0
2025-09-01,SPGI,12.0,45.4,61.9,29.0
2024-08-01,SPHB,11.3,9.8,12.5,7.1
2024-09-01,SPHB,11.0,9.8,12.5,7.1
2024-10-01,SPHB,5.5,9.8,12.5,7.1
2024-11-01,SPHB,8.1,9.8,12.5,7.1
2024-12-01,SPHB,8.3,9.8,12.5,7.1
2025-01-01,SPHB,8.2,9.8,12.5,7.1
2025-02-01,SPHB,11.1,9.8,12.5,7.1
2025-03-01,SPHB,11.9,9.8,12.5,7.1
2025-04-01,SPHB,16.4,9.8,12.5,7.1
2025-05-01,SPHB,10.9,9.8,12.5,7.1
2025-06-01,SPHB,10.6,9.8,12.5,7.1
2025-07-01,SPHB,8.5,9.8,12.5,7.1
2025-08-01,SPHB,7.6,9.8,12.5,7.1
2025-09-01,SPHB,3.8,9.8,12.5,7.1
2024-08-01,SPLV,4.6,3.7,5.4,2.1
2024-09-01,SPLV,2.5,3.7,5.4,2.1
2024-10-01,SPLV,2.7,3.7,5.4,2.1
2024-11-01,SPLV,4.7,3.7,5.4,2.1
2024-12-01,SPLV,5.4,3.7,5.4,2.1
2025-01-01,SPLV,4.0,3.7,5.4,2.1
2025-02-01,SPLV,4.1,3.7,5.4,2.1
2025-03-01,SPLV,3.6,3.7,5.4,2.1
2025-04-01,SPLV,8.1,3.7,5.4,2.1
2025-05-01,SPLV,2.8,3.7,5.4,2.1
2025-06-01,SPLV,1.8,3.7,5.4,2.1
2025-07-01,SPLV,2.0,3.7,5.4,2.1
2025-08-01,SPLV,3.0,3.7,5.4,2.1
2025-09-01,SPLV,1.1,3.7,5.4,2.1
2024-08-01,SPY,53.9,38.4,54.8,21.9
2024-09-01,SPY,35.3,38.4,54.8,21.9
2024-10-01,SPY,20.9,38.4,54.8,21.9
2024-11-01,SPY,35.5,38.4,54.8,21.9
2024-12-01,SPY,28.2,38.4,54.8,21.9
2025-01-01,SPY,35.4,38.4,54.8,21.9
2025-02-01,SPY,30.8,38.4,54.8,21.9
2025-03-01,SPY,50.5,38.4,54.8,21.9
2025-04-01,SPY,85.6,38.4,54.8,21.9
2025-05-01,SPY,39.5,38.4,54.8,21.9
2025-06-01,SPY,34.2,38.4,54.8,21.9
2025-07-01,SPY,24.3,38.4,54.8,21.9
2025-08-01,SPY,30.2,38.4,54.8,21.9
2025-09-01,SPY,17.3,38.4,54.8,21.9
2024-08-01,SRE,7.0,8.9,14.2,3.6
2024-09-01,SRE,3.9,8.9,14.2,3.6
2024-10-01,SRE,5.5,8.9,14.2,3.6
2024-11-01,SRE,15.7,8.9,14.2,3.6
2024-12-01,SRE,9.1,8.9,14.2,3.6
2025-01-01,SRE,11.9,8.9,14.2,3.6
2025-02-01,SRE,22.7,8.9,14.2,3.6
2025-03-01,SRE,5.1,8.9,14.2,3.6
2025-04-01,SRE,14.2,8.9,14.2,3.6
2025-05-01,SRE,5.9,8.9,14.2,3.6
2025-06-01,SRE,5.5,8.9,14.2,3.6
2025-07-01,SRE,9.0,8.9,14.2,3.6
2025-08-01,SRE,3.1,8.9,14.2,3.6
2025-09-01,SRE,2.8,8.9,14.2,3.6
2024-08-01,STE,16.2,21.0,27.9,14.0
2024-09-01,STE,13.0,21.0,27.9,14.0
2024-10-01,STE,22.2,21.0,27.9,14.0
2024-11-01,STE,26.0,21.0,27.9,14.0
2024-12-01,STE,17.6,21.0,27.9,14.0
2025-01-01,STE,23.8,21.0,27.9,14.0
2025-02-01,STE,13.2,21.0,27.9,14.0
2025-03-01,STE,20.9,21.0,27.9,14.0
2025-04-01,STE,24.1,21.0,27.9,14.0
2025-05-01,STE,34.4,21.0,27.9,14.0
2025-06-01,STE,10.9,21.0,27.9,14.0
2025-07-01,STE,20.8,21.0,27.9,14.0
2025-08-01,STE,31.9,21.0,27.9,14.0
2025-09-01,STE,7.6,21.0,27.9,14.0
2024-08-01,STIP,0.8,1.1,1.4,0.7
2024-09-01,STIP,1.2,1.1,1.4,0.7
2024-10-01,STIP,0.9,1.1,1.4,0.7
2024-11-01,STIP,0.7,1.1,1.4,0.7
2024-12-01,STIP,1.0,1.1,1.4,0.7
2025-01-01,STIP,0.9,1.1,1.4,0.7
2025-02-01,STIP,1.3,1.1,1.4,0.7
2025-03-01,STIP,1.4,1.1,1.4,0.7
2025-04-01,STIP,1.9,1.1,1.4,0.7
2025-05-01,STIP,1.1,1.1,1.4,0.7
2025-06-01,STIP,1.0,1.1,1.4,0.7
2025-07-01,STIP,0.7,1.1,1.4,0.7
2025-08-01,STIP,1.2,1.1,1.4,0.7
2025-09-01,STIP,0.3,1.1,1.4,0.7
2024-08-01,STLA,1.8,1.8,2.3,1.3
2024-09-01,STLA,2.6,1.8,2.3,1.3
2024-10-01,STLA,1.2,1.8,2.3,1.3
2024-11-01,STLA,1.7,1.8,2.3,1.3
2024-12-01,STLA,2.0,1.8,2.3,1.3
2025-01-01,STLA,1.5,1.8,2.3,1.3
2025-02-01,STLA,1.9,1.8,2.3,1.3
2025-03-01,STLA,2.1,1.8,2.3,1.3
2025-04-01,STLA,2.9,1.8,2.3,1.3
2025-05-01,STLA,1.7,1.8,2.3,1.3
2025-06-01,STLA,1.4,1.8,2.3,1.3
2025-07-01,STLA,1.7,1.8,2.3,1.3
2025-08-01,STLA,1.5,1.8,2.3,1.3
2025-09-01,STLA,0.6,1.8,2.3,1.3
2024-08-01,STLD,20.6,19.9,25.6,14.3
2024-09-01,STLD,23.4,19.9,25.6,14.3
2024-10-01,STLD,13.4,19.9,25.6,14.3
2024-11-01,STLD,25.2,19.9,25.6,14.3
2024-12-01,STLD,32.7,19.9,25.6,14.3
2025-01-01,STLD,20.5,19.9,25.6,14.3
2025-02-01,STLD,15.7,19.9,25.6,14.3
2025-03-01,STLD,20.8,19.9,25.6,14.3
2025-04-01,STLD,27.0,19.9,25.6,14.3
2025-05-01,STLD,16.8,19.9,25.6,14.3
2025-06-01,STLD,17.9,19.9,25.6,14.3
2025-07-01,STLD,14.3,19.9,25.6,14.3
2025-08-01,STLD,14.4,19.9,25.6,14.3
2025-09-01,STLD,9.2,19.9,25.6,14.3
2024-08-01,STNG,8.6,8.8,12.6,5.0
2024-09-01,STNG,6.0,8.8,12.6,5.0
2024-10-01,STNG,19.4,8.8,12.6,5.0
2024-11-01,STNG,9.1,8.8,12.6,5.0
2024-12-01,STNG,6.4,8.8,12.6,5.0
2025-01-01,STNG,11.3,8.8,12.6,5.0
2025-02-01,STNG,12.6,8.8,12.6,5.0
2025-03-01,STNG,5.1,8.8,12.6,5.0
2025-04-01,STNG,8.0,8.8,12.6,5.0
2025-05-01,STNG,6.0,8.8,12.6,5.0
2025-06-01,STNG,7.0,8.8,12.6,5.0
2025-07-01,STNG,8.9,8.8,12.6,5.0
2025-08-01,STNG,6.7,8.8,12.6,5.0
2025-09-01,STNG,3.2,8.8,12.6,5.0
2024-08-01,STT,10.9,10.5,14.0,7.1
2024-09-01,STT,9.0,10.5,14.0,7.1
2024-10-01,STT,9.6,10.5,14.0,7.1
2024-11-01,STT,7.5,10.5,14.0,7.1
2024-12-01,STT,7.2,10.5,14.0,7.1
2025-01-01,STT,10.1,10.5,14.0,7.1
2025-02-01,STT,4.6,10.5,14.0,7.1
2025-03-01,STT,16.4,10.5,14.0,7.1
2025-04-01,STT,17.4,10.5,14.0,7.1
2025-05-01,STT,11.5,10.5,14.0,7.1
2025-06-01,STT,12.1,10.5,14.0,7.1
2025-07-01,STT,12.3,10.5,14.0,7.1
2025-08-01,STT,9.0,10.5,14.0,7.1
2025-09-01,STT,4.2,10.5,14.0,7.1
2024-08-01,STX,15.2,20.8,27.2,14.4
2024-09-01,STX,16.2,20.8,27.2,14.4
2024-10-01,STX,16.4,20.8,27.2,14.4
2024-11-01,STX,10.1,20.8,27.2,14.4
2024-12-01,STX,19.9,20.8,27.2,14.4
2025-01-01,STX,26.1,20.8,27.2,14.4
2025-02-01,STX,11.2,20.8,27.2,14.4
2025-03-01,STX,21.0,20.8,27.2,14.4
2025-04-01,STX,28.3,20.8,27.2,14.4
2025-05-01,STX,29.2,20.8,27.2,14.4
2025-06-01,STX,27.7,20.8,27.2,14.4
2025-07-01,STX,19.2,20.8,27.2,14.4
2025-08-01,STX,28.7,20.8,27.2,14.4
2025-09-01,STX,25.4,20.8,27.2,14.4
2024-08-01,STZ,12.0,22.6,31.8,13.3
2024-09-01,STZ,22.6,22.6,31.8,13.3
2024-10-01,STZ,26.6,22.6,31.8,13.3
2024-11-01,STZ,19.8,22.6,31.8,13.3
2024-12-01,STZ,25.8,22.6,31.8,13.3
2025-01-01,STZ,52.4,22.6,31.8,13.3
2025-02-01,STZ,21.1,22.6,31.8,13.3
2025-03-01,STZ,21.7,22.6,31.8,13.3
2025-04-01,STZ,22.8,22.6,31.8,13.3
2025-05-01,STZ,19.8,22.6,31.8,13.3
2025-06-01,STZ,19.2,22.6,31.8,13.3
2025-07-01,STZ,16.1,22.6,31.8,13.3
2025-08-01,STZ,18.2,22.6,31.8,13.3
2025-09-01,STZ,9.4,22.6,31.8,13.3
2024-08-01,SW,9.0,7.1,9.4,4.7
2024-09-01,SW,8.2,7.1,9.4,4.7
2024-10-01,SW,9.7,7.1,9.4,4.7
2024-11-01,SW,7.2,7.1,9.4,4.7
2024-12-01,SW,4.6,7.1,9.4,4.7
2025-01-01,SW,5.2,7.1,9.4,4.7
2025-02-01,SW,6.3,7.1,9.4,4.7
2025-03-01,SW,10.4,7.1,9.4,4.7
2025-04-01,SW,10.1,7.1,9.4,4.7
2025-05-01,SW,8.2,7.1,9.4,4.7
2025-06-01,SW,2.9,7.1,9.4,4.7
2025-07-01,SW,4.9,7.1,9.4,4.7
2025-08-01,SW,5.5,7.1,9.4,4.7
2025-09-01,SW,2.4,7.1,9.4,4.7
2024-08-01,SWK,14.9,13.9,18.6,9.2
2024-09-01,SWK,16.7,13.9,18.6,9.2
2024-10-01,SWK,21.4,13.9,18.6,9.2
2024-11-01,SWK,12.0,13.9,18.6,9.2
2024-12-01,SWK,10.6,13.9,18.6,9.2
2025-01-01,SWK,11.7,13.9,18.6,9.2
2025-02-01,SWK,8.7,13.9,18.6,9.2
2025-03-01,SWK,15.9,13.9,18.6,9.2
2025-04-01,SWK,23.2,13.9,18.6,9.2
2025-05-01,SWK,16.4,13.9,18.6,9.2
2025-06-01,SWK,7.6,13.9,18.6,9.2
2025-07-01,SWK,8.8,13.9,18.6,9.2
2025-08-01,SWK,12.5,13.9,18.6,9.2
2025-09-01,SWK,7.2,13.9,18.6,9.2
2024-08-01,SWKS,17.4,12.6,17.6,7.6
2024-09-01,SWKS,13.5,12.6,17.6,7.6
2024-10-01,SWKS,14.9,12.6,17.6,7.6
2024-11-01,SWKS,9.4,12.6,17.6,7.6
2024-12-01,SWKS,7.1,12.6,17.6,7.6
2025-01-01,SWKS,8.0,12.6,17.6,7.6
2025-02-01,SWKS,25.8,12.6,17.6,7.6
2025-03-01,SWKS,11.1,12.6,17.6,7.6
2025-04-01,SWKS,17.6,12.6,17.6,7.6
2025-05-01,SWKS,10.0,12.6,17.6,7.6
2025-06-01,SWKS,7.7,12.6,17.6,7.6
2025-07-01,SWKS,11.0,12.6,17.6,7.6
2025-08-01,SWKS,12.4,12.6,17.6,7.6
2025-09-01,SWKS,4.8,12.6,17.6,7.6
2024-08-01,SYF,9.0,9.7,12.3,7.1
2024-09-01,SYF,7.3,9.7,12.3,7.1
2024-10-01,SYF,9.1,9.7,12.3,7.1
2024-11-01,SYF,14.3,9.7,12.3,7.1
2024-12-01,SYF,6.2,9.7,12.3,7.1
2025-01-01,SYF,7.9,9.7,12.3,7.1
2025-02-01,SYF,10.6,9.7,12.3,7.1
2025-03-01,SYF,10.3,9.7,12.3,7.1
2025-04-01,SYF,14.9,9.7,12.3,7.1
2025-05-01,SYF,9.9,9.7,12.3,7.1
2025-06-01,SYF,10.5,9.7,12.3,7.1
2025-07-01,SYF,7.3,9.7,12.3,7.1
2025-08-01,SYF,10.9,9.7,12.3,7.1
2025-09-01,SYF,3.6,9.7,12.3,7.1
2024-08-01,SYK,45.9,33.3,44.7,21.9
2024-09-01,SYK,20.5,33.3,44.7,21.9
2024-10-01,SYK,29.8,33.3,44.7,21.9
2024-11-01,SYK,40.4,33.3,44.7,21.9
2024-12-01,SYK,38.1,33.3,44.7,21.9
2025-01-01,SYK,54.3,33.3,44.7,21.9
2025-02-01,SYK,20.9,33.3,44.7,21.9
2025-03-01,SYK,38.0,33.3,44.7,21.9
2025-04-01,SYK,49.2,33.3,44.7,21.9
2025-05-01,SYK,31.8,33.3,44.7,21.9
2025-06-01,SYK,25.4,33.3,44.7,21.9
2025-07-01,SYK,19.7,33.3,44.7,21.9
2025-08-01,SYK,23.1,33.3,44.7,21.9
2025-09-01,SYK,12.6,33.3,44.7,21.9
2024-08-01,SYY,4.1,5.8,7.5,4.2
2024-09-01,SYY,6.0,5.8,7.5,4.2
2024-10-01,SYY,6.1,5.8,7.5,4.2
2024-11-01,SYY,5.3,5.8,7.5,4.2
2024-12-01,SYY,6.7,5.8,7.5,4.2
2025-01-01,SYY,5.6,5.8,7.5,4.2
2025-02-01,SYY,6.3,5.8,7.5,4.2
2025-03-01,SYY,8.8,5.8,7.5,4.2
2025-04-01,SYY,9.1,5.8,7.5,4.2
2025-05-01,SYY,4.3,5.8,7.5,4.2
2025-06-01,SYY,4.0,5.8,7.5,4.2
2025-07-01,SYY,6.1,5.8,7.5,4.2
2025-08-01,SYY,4.0,5.8,7.5,4.2
2025-09-01,SYY,3.3,5.8,7.5,4.2
2024-08-01,T,1.4,2.5,3.5,1.6
2024-09-01,T,2.4,2.5,3.5,1.6
2024-10-01,T,1.6,2.5,3.5,1.6
2024-11-01,T,1.6,2.5,3.5,1.6
2024-12-01,T,1.6,2.5,3.5,1.6
2025-01-01,T,3.6,2.5,3.5,1.6
2025-02-01,T,3.8,2.5,3.5,1.6
2025-03-01,T,3.7,2.5,3.5,1.6
2025-04-01,T,3.9,2.5,3.5,1.6
2025-05-01,T,2.1,2.5,3.5,1.6
2025-06-01,T,1.8,2.5,3.5,1.6
2025-07-01,T,3.3,2.5,3.5,1.6
2025-08-01,T,2.4,2.5,3.5,1.6
2025-09-01,T,1.3,2.5,3.5,1.6
2024-08-01,TAP,4.3,6.4,8.6,4.1
2024-09-01,TAP,4.8,6.4,8.6,4.1
2024-10-01,TAP,4.2,6.4,8.6,4.1
2024-11-01,TAP,11.8,6.4,8.6,4.1
2024-12-01,TAP,7.8,6.4,8.6,4.1
2025-01-01,TAP,6.1,6.4,8.6,4.1
2025-02-01,TAP,9.6,6.4,8.6,4.1
2025-03-01,TAP,6.9,6.4,8.6,4.1
2025-04-01,TAP,7.4,6.4,8.6,4.1
2025-05-01,TAP,6.9,6.4,8.6,4.1
2025-06-01,TAP,6.4,6.4,8.6,4.1
2025-07-01,TAP,4.1,6.4,8.6,4.1
2025-08-01,TAP,5.0,6.4,8.6,4.1
2025-09-01,TAP,1.2,6.4,8.6,4.1
2024-08-01,TDG,204.5,154.1,202.0,106.3
2024-09-01,TDG,145.5,154.1,202.0,106.3
2024-10-01,TDG,151.3,154.1,202.0,106.3
2024-11-01,TDG,170.0,154.1,202.0,106.3
2024-12-01,TDG,82.7,154.1,202.0,106.3
2025-01-01,TDG,139.1,154.1,202.0,106.3
2025-02-01,TDG,116.5,154.1,202.0,106.3
2025-03-01,TDG,102.6,154.1,202.0,106.3
2025-04-01,TDG,233.2,154.1,202.0,106.3
2025-05-01,TDG,132.8,154.1,202.0,106.3
2025-06-01,TDG,153.5,154.1,202.0,106.3
2025-07-01,TDG,142.8,154.1,202.0,106.3
2025-08-01,TDG,247.1,154.1,202.0,106.3
2025-09-01,TDG,56.7,154.1,202.0,106.3
2024-08-01,TDW,18.0,12.3,16.6,8.1
2024-09-01,TDW,19.6,12.3,16.6,8.1
2024-10-01,TDW,15.3,12.3,16.6,8.1
2024-11-01,TDW,15.9,12.3,16.6,8.1
